Atualizado em: 2020-07-01
"PROD_CODI";"ORG_CODI";"PROD_NOME";"ORG_NOME";"ORG_NABREV";"PRODT_DESCR"
0003547;000051;R-985 Series;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0003550;000051;R-1340 Series;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0003551;000051;R-1830 Series;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0003552;000051;R-2000 Series;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0003553;000051;R-2800 Series;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0003554;000051;Turbo Wasp JT12A-6A;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0003555;000051;Turbo Wasp JT12A-8;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0003556;000051;Twin Wasp 2SD13-G;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0003557;000051;Twin Wasp 2SD1-G;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0003558;000051;Twin Wasp 2SD-G;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0003559;000051;Twin Wasp D-3;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0003560;000051;Twin Wasp D-5;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0003561;000051;Twin Wasp S1C3-G;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0003562;000051;Twin Wasp S1C-G;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0003563;000051;Twin Wasp S3C4-G;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0003564;000051;Twin Wasp S4C4-G;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0003565;000051;Twin Wasp SC3-G;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0003566;000051;Twin Wasp SC-G;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0003567;000051;Wasp Jr. B-4;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0003568;000051;Wasp Jr. B-5;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0003569;000051;Wasp Jr. SB;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0003570;000051;Wasp Jr. SB-2;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0003571;000051;Wasp Jr. SB-3;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0003572;000051;Wasp Jr. TIB2;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0003573;000051;Wasp Jr. TIB3;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0003574;000051;Wasp S1H1;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0003575;000051;Wasp S1H1-G;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0003576;000051;Wasp S3H1;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0004048;000051;PW4062;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0004049;000051;PW4062A;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0004050;000051;PW4462;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0004053;000051;PW4074;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0004054;000051;PW4077;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0004055;000051;PW4084;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0004056;000051;PW4074D;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0004057;000051;PW4077D;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0004058;000051;PW4084D;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0004059;000051;PW4090;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0004060;000051;PW4090-3;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0004061;000051;PW4090D;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0004062;000051;PW4098;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0004076;000051;PW4060C;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0004469;000051;JFTD12A-4A;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0004470;000051;JFTD12A-5A;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0004486;000051;PW6122A;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0004487;000051;PW6124A;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0004794;000051;PW1919G;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0004842;000051;PW1519G;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0004843;000051;PW1521G;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0004844;000051;PW1521G-3;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0004845;000051;PW1524G;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0004846;000051;PW1524G-3;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0004847;000051;PW1525G;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0004848;000051;PW1525G-3;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0004869;000051;PW1921G;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0004870;000051;PW1922G;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0004871;000051;PW1923G;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0004901;000051;PW1923G-A;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0004902;000051;PW1521GA;PRATT & WHITNEY AIRCRAFT DIVISION;P&W USA;Motor Aeronáutico
0004794;002424;PW1919G;PRATT & WHITNEY CANADA CORP.;P&WC;Motor Aeronáutico
0004892;002424;PW535E1;PRATT & WHITNEY CANADA CORP.;P&WC;Motor Aeronáutico
0002348;000052;PT6A-20A;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002349;000052;PT6A-27;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002350;000052;PT6A-28;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002351;000052;PT6A-34;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002387;000052;JT15D-1B;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002388;000052;JT15D-4;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002389;000052;JT15D-4B;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002392;000052;JT15D-5;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002393;000052;JT15D-5A;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002395;000052;PT6A-41;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002396;000052;PT6A-42;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002402;000052;PT6A-65B;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002404;000052;PT6A-61;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002406;000052;PT6A-60A;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002409;000052;PT6A-65AG;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002411;000052;PW115;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002412;000052;PW118;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002413;000052;PW118A;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002414;000052;PW120;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002421;000052;PT6A-112;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002422;000052;PT6A-135;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002423;000052;PT6A-135A;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002426;000052;PT6A-114;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002430;000052;PT6T-3B;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002809;000052;PT6A-114A;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002810;000052;PT6A-64;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002813;000052;PW121;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002814;000052;PW123;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002816;000052;PW124B;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002817;000052;PW125B;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002830;000052;PT6A-66;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002832;000052;PT6A-67A;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002833;000052;PT6A-67B;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002834;000052;PT6A-67D;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002836;000052;PT6A-67R;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002851;000052;PT6A-20;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002853;000052;PT6A-34AG;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002857;000052;PT6A-21;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002858;000052;PT6A-20B;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002859;000052;PT6A-11;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002860;000052;PT6A-15AG;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002869;000052;PW206C;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002885;000052;PW118B;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002887;000052;PW305;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002888;000052;PW305A;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002889;000052;PW305B;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002903;000052;PW206B;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002910;000052;PW123B;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002912;000052;PW123D;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002913;000052;PW123E;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002926;000052;PW545A;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002939;000052;PW207D1;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002942;000052;PW127A;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002943;000052;PW127B;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002944;000052;PW127C;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002945;000052;PW127D;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002992;000052;PT6A-11AG;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002995;000052;PT6A-60AG;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0002996;000052;PT6A-67AG;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0003006;000052;PT6A-42A;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0003007;000052;PT6T-3D;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0003008;000052;PT6T-3DE;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0003009;000052;PT6T-3DF;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0003012;000052;PT6B-37A;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0003428;000052;PW306A;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004015;000052;PW530A;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004016;000052;PW535A;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004042;000052;PW307A;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004043;000052;PW308C;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004063;000052;PW545B;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004079;000052;PW206B2;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004096;000052;PW123C;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004097;000052;PW127;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004098;000052;PW127E;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004099;000052;PW127F;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004127;000052;PT6A-68C;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004183;000052;PW206A;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004184;000052;PW206E;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004185;000052;PW207E;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004186;000052;PW207C;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004188;000052;PW306C;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004213;000052;PT6C-67C;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004226;000052;PW615F-A;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004227;000052;PW535B;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004228;000052;PT6A-66D;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004232;000052;PW308A;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004251;000052;PW121A;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004297;000052;PT6A-52;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004311;000052;PW127M;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004313;000052;PT6A-67P;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004325;000052;PW617F-E;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004341;000052;PW545C;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004402;000052;JT15D-5R;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004433;000052;JT15D-5D;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004437;000052;PW535E;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004447;000052;PT6A-66B;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004472;000052;PT6A-35;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004480;000052;PW207D;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004481;000052;PW207D2;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004635;000052;PT6A-140;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004733;000052;PT6C-67E;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004734;000052;PW210S;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004750;000052;PW306D;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004755;000052;PW150A;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004781;000052;PW306D1;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004785;000052;PW206B3;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004786;000052;PW210A;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004794;000052;PW1919G;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004801;000052;PW307D;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004804;000052;PW617F1-E;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004815;000052;PT6A-67F;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004817;000052;PT6A-140AG;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004841;000052;PW127N;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004892;000052;PW535E1;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0004930;000052;PT6E-67XP;PRATT & WHITNEY CANADA, INC;P&W CANADA QUEBEC;Motor Aeronáutico
0003206;000734;AW-2;PZL, WARSZAWA - OKEOE  SA;PZL WARSZAWA;Hélice
0004506;001988;Kodiak 100;QUEST AIRCRAFT COMPANY;QUEST;Avião
0003777;001634;R002;R. HUNT PROPELLER CO.;R. HUNT PROPELLER;Hélice
0003778;001634;R003;R. HUNT PROPELLER CO.;R. HUNT PROPELLER;Hélice
0003725;000426;2164;RATIER-FIGEAC;RATIER-FIGEAC;Hélice
0003726;000426;2264;RATIER-FIGEAC;RATIER-FIGEAC;Hélice
0003727;000426;2376;RATIER-FIGEAC;RATIER-FIGEAC;Hélice
0000005;000758;100;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000118;000758;1900C;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000124;000758;200;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000174;000758;23;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000216;000758;300;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000268;000758;35;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000269;000758;35-33;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000270;000758;35-A33;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000271;000758;35-B33;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000272;000758;35-C33;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000273;000758;35-C33A;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000277;000758;36;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000290;000758;3NM;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000293;000758;400A;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000377;000758;56TC;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000378;000758;58;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000380;000758;58P;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000382;000758;58TC;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000384;000758;60;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000393;000758;65;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000394;000758;65-80;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000395;000758;65-88;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000396;000758;65-90;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000397;000758;65-A80;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000399;000758;65-A90;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000404;000758;65-B80;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000427;000758;70;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000550;000758;95;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000551;000758;95-55;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000552;000758;95-A55;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000553;000758;95-B55;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000556;000758;95-C55;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000558;000758;99;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000625;000758;A100;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000626;000758;A100A;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000645;000758;A200;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000648;000758;A23;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000650;000758;A23-24;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000653;000758;A24R;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000654;000758;A35;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000655;000758;A36;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000656;000758;A36TC;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000657;000758;A56TC;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000658;000758;A60;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000659;000758;A65;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000753;000758;B100;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000755;000758;B200;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000758;000758;B200T;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000760;000758;B24R;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000761;000758;B300;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000762;000758;B300C;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000763;000758;B35;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000764;000758;B36TC;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000766;000758;B60;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000769;000758;B90;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000770;000758;B95;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000771;000758;B95A;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000773;000758;BAe.125 Series 800A;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000774;000758;BAe.125 Series 800B;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000827;000758;C-45H;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000835;000758;C18S;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000836;000758;C23;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000838;000758;C35;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000840;000758;C90;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000842;000758;C90A;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000843;000758;C99;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000881;000758;D18S;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000882;000758;D35;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000883;000758;D50;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000884;000758;D50A;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000885;000758;D50B;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000889;000758;D55;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000982;000758;E18S;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000987;000758;E33A;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000988;000758;E33C;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000989;000758;E35;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000991;000758;E55;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0000995;000758;E90;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0001105;000758;F33A;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
0001106;000758;F33C;RAYTHEON AIRCRAFT COMPANY;RAYTHEON;Avião
